airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index
Northern Air Cargo,Porto Rico,North America,1988.2,0,0,2,5,0.0,0.0,0.0
Northern Air Fiji,Fidji,Oceania,1965.0,0,0,1,2,0.0,0.0,0.0
Northern Jet Management,Porto Rico,North America,1996.4444444444443,0,0,6,9,0.0,0.0,0.0
Northern Thunderbird Air,Nouvelle-Zélande,Oceania,1974.0,0,0,1,1,0.0,0.0,0.0
Northway Aviation,Canada,North America,1985.0,0,0,2,9,0.0,0.0,0.0
Northwest Flyers,Porto Rico,North America,2002.0,0,0,1,2,0.0,0.0,0.0
Northwestern Air,Canada,North America,1983.6666666666667,0,0,2,3,0.0,0.0,0.0
Norway - Air Force,Guernesey,Europe,1974.0,0,0,1,2,0.0,0.0,0.0
Norwegian,Svalbard et ile Jan Mayen,Europe,2002.8461538461538,28,28,2,91,30.76923076923077,30.76923076923077,0.3076923076923077
Nouvelair,Tunisie,Africa,2014.0,0,2,1,2,0.0,100.0,0.0
Novair,Arménie,Asia,1969.0,0,0,1,1,0.0,0.0,0.0
NyxAir,Estonie,Europe,1983.0,0,0,1,4,0.0,0.0,0.0
OK Aviation,République tchèque,Europe,1994.4444444444443,0,0,3,9,0.0,0.0,0.0
OMNI Aviation Training Center,Hongrie,Europe,1958.0,0,0,2,4,0.0,0.0,0.0
OMNI Executive Aviation,Portugal,Europe,1998.5,0,0,2,2,0.0,0.0,0.0
OSM Aviation Academy,Svalbard et ile Jan Mayen,Europe,1961.7142857142858,0,0,2,14,0.0,0.0,0.0
Offshore Helicopter Services,Territoire britannique de l'océan Indien,Asia,2002.5555555555557,0,0,3,27,0.0,0.0,0.0
Ohio State University Aviation,Porto Rico,North America,1955.1904761904761,0,0,2,21,0.0,0.0,0.0
Okay Airways,Taïwan,Asia,1997.8181818181818,0,0,2,22,0.0,0.0,0.0
Oklahoma State University Aviation,Porto Rico,North America,1978.076923076923,0,0,2,26,0.0,0.0,0.0
Olympus Airways,Grèce,Europe,1987.0,0,0,1,1,0.0,0.0,0.0
Omni Air Transport,Porto Rico,North America,1990.75,0,0,4,8,0.0,0.0,0.0
Omni Taxi Aereo,Brésil,South America,1999.4415584415585,0,7,8,77,0.0,9.090909090909092,0.0
One Air,Territoire britannique de l'océan Indien,Asia,2002.3529411764705,0,1,6,17,0.0,5.88235294117647,0.0
Ornge Air,Canada,North America,1997.0,0,0,2,20,0.0,0.0,0.0
Ortac,Guernesey,Europe,2008.0,0,0,1,2,0.0,0.0,0.0
Overland Airways,Nigeria,Africa,1995.75,0,0,3,4,0.0,0.0,0.0
Oyonnair,France,Europe,2005.0,0,0,1,3,0.0,0.0,0.0
PACC Air,Porto Rico,North America,1965.4,0,0,2,5,0.0,0.0,0.0
PADAVIATION,Allemagne,Europe,2008.0,0,0,1,4,0.0,0.0,0.0
PAL Airlines,Canada,North America,1982.0,0,0,1,2,0.0,0.0,0.0
PDG Aviation Services,Territoire britannique de l'océan Indien,Asia,1978.3684210526317,0,0,4,19,0.0,0.0,0.0
PHI,Îles Cocos,Oceania,1991.0344827586207,0,0,8,145,0.0,0.0,0.0
PLAY,Islande,Europe,2014.2857142857142,1,7,2,7,14.285714285714285,100.0,0.14285714285714285
Pacific Coast Jet,Porto Rico,North America,2000.5,0,0,8,10,0.0,0.0,0.0
Pacific Coastal Airlines,Canada,North America,1980.7619047619048,0,0,3,21,0.0,0.0,0.0
Pakistan International Airlines,Pakistan,Asia,1995.111111111111,0,0,3,9,0.0,0.0,0.0
Pan Europeenne,France,Europe,1995.0,0,0,1,1,0.0,0.0,0.0
Pan Europeenne Air Service,France,Europe,2007.6666666666667,0,0,2,3,0.0,0.0,0.0
Panaviatic,Estonie,Europe,1988.25,0,0,2,4,0.0,0.0,0.0
Panellenic Airlines,Grèce,Europe,1996.0,0,0,1,3,0.0,0.0,0.0
Panorama Aviation,Canada,North America,1989.0,0,0,2,9,0.0,0.0,0.0
Paradox Jets,Bulgarie,Europe,2003.0,0,0,2,4,0.0,0.0,0.0
Paranair,Paraguay,South America,1991.0,0,0,1,4,0.0,0.0,0.0
Parata Air,Corée du Sud,Asia,1989.6666666666667,0,0,2,3,0.0,0.0,0.0
Pars Air,Iran,Asia,1989.6,0,0,2,5,0.0,0.0,0.0
Pascan Aviation,Canada,North America,1983.0,0,0,1,9,0.0,0.0,0.0
Patria Pilot Training,Finlande,Europe,1997.4166666666667,0,0,2,12,0.0,0.0,0.0
Peach,Japon,Asia,2014.3,3,20,2,20,15.0,100.0,0.15
Pegasus,Turquie,Europe,2013.7521367521367,62,108,3,117,52.991452991452995,92.3076923076923,0.5299145299145299
Pegasus Elite Aviation,Porto Rico,North America,1984.7142857142858,0,0,4,7,0.0,0.0,0.0
Pelita Air,Timor oriental,Asia,1974.5,0,0,3,4,0.0,0.0,0.0
Pen-Avia,Territoire britannique de l'océan Indien,Asia,1997.0,0,0,2,2,0.0,0.0,0.0
People's,Autriche,Europe,2002.0,0,0,1,1,0.0,0.0,0.0
Performance Air,Mexique,North America,1997.5,0,0,4,4,0.0,0.0,0.0
Perimeter Aviation,Canada,North America,1969.0,0,0,1,2,0.0,0.0,0.0
Peru - Air Force,France,Europe,1968.7826086956522,0,0,6,23,0.0,0.0,0.0
Petro Air,Libye,Africa,1992.75,0,0,2,4,0.0,0.0,0.0
Petroleum Air Services,Égypte,Africa,1999.0,0,0,3,11,0.0,0.0,0.0
Petropavlovsk-Kamchatsky Air,Russie,Europe,1967.0,0,0,2,6,0.0,0.0,0.0
Phoenix Air,Porto Rico,North America,1977.3636363636363,0,0,5,22,0.0,0.0,0.0
Phoenix Aviation,Kenya,Africa,1993.3333333333333,0,0,3,3,0.0,0.0,0.0
Phoenix East Aviation,Porto Rico,North America,1957.923076923077,0,0,3,65,0.0,0.0,0.0
Pilatus Flugzeugwerke,Suisse,Europe,1998.625668449198,0,0,4,187,0.0,0.0,0.0
Pilot Flight Academy,Svalbard et ile Jan Mayen,Europe,1999.0588235294117,0,0,2,17,0.0,0.0,0.0
Pineapple Air,Bahamas,North America,1982.0,0,0,1,1,0.0,0.0,0.0
Pivot Airlines,Canada,North America,1991.0,0,0,1,2,0.0,0.0,0.0
PixAir Survey,France,Europe,1964.75,0,0,2,4,0.0,0.0,0.0
PlaneSense,Porto Rico,North America,1995.4057971014493,0,0,2,69,0.0,0.0,0.0
Planemaster Services,Porto Rico,North America,1982.0,0,0,2,11,0.0,0.0,0.0
Platoon Aviation,Allemagne,Europe,2007.0,0,0,1,8,0.0,0.0,0.0
Plus Ultra,Espagne,Europe,1987.0,0,0,1,5,0.0,0.0,0.0
Pobeda,Russie,Europe,1997.0,0,0,1,42,0.0,0.0,0.0
Poland - Air Force,Pologne,Europe,2003.0,0,0,1,2,0.0,0.0,0.0
Polish Medical Air Rescue,Pologne,Europe,1995.1935483870968,0,0,3,31,0.0,0.0,0.0
Porsche Air Service,Autriche,Europe,1996.0,0,0,1,1,0.0,0.0,0.0
Portugal - Air Force,Guernesey,Europe,1974.0,0,0,1,2,0.0,0.0,0.0
Poste Air Cargo,Irlande,Europe,1997.0,0,0,1,3,0.0,0.0,0.0
Pouya Air,Iran,Asia,1988.5,0,0,3,8,0.0,0.0,0.0
Precision Aircraft Management,Porto Rico,North America,1995.857142857143,0,0,5,7,0.0,0.0,0.0
Premier Airlines,Somalie,Africa,1990.0,0,0,3,3,0.0,0.0,0.0
Presidential Aviation,Porto Rico,North America,1991.8333333333333,0,0,5,6,0.0,0.0,0.0
Prestige Air Group,Porto Rico,North America,2004.0,0,0,1,4,0.0,0.0,0.0
Priester Aviation,Porto Rico,North America,1995.0,0,0,4,6,0.0,0.0,0.0
Prime Aviation,Kazakhstan,Asia,2001.0,0,0,1,1,0.0,0.0,0.0
Prince Aviation,Serbie,Europe,1975.5,0,0,2,2,0.0,0.0,0.0
Priority Air Charter,Porto Rico,North America,1986.5,0,0,2,4,0.0,0.0,0.0
Privaira,Porto Rico,North America,1987.6666666666667,0,0,2,3,0.0,0.0,0.0
Private Air,Canada,North America,1995.0,0,0,3,4,0.0,0.0,0.0
Private Jet Center,Porto Rico,North America,1996.0,0,0,1,6,0.0,0.0,0.0
Private Jets,Porto Rico,North America,2000.3333333333333,0,0,3,6,0.0,0.0,0.0
Private Wings,Allemagne,Europe,1990.1,0,0,2,10,0.0,0.0,0.0
Privilege Style,Espagne,Europe,1992.2,0,0,3,5,0.0,0.0,0.0
Privâ€™Air,France,Europe,2005.0,0,0,1,2,0.0,0.0,0.0
ProAir Aviation,Allemagne,Europe,1997.6666666666667,0,0,3,6,0.0,0.0,0.0
ProAirways,Porto Rico,North America,2004.0,0,0,1,1,0.0,0.0,0.0
Proflight Zambia,Zambie,Africa,1991.0,0,0,2,9,0.0,0.0,0.0
Propair,Canada,North America,1982.0,0,0,1,5,0.0,0.0,0.0
QA Aviation,République tchèque,Europe,2004.0,0,0,2,2,0.0,0.0,0.0
Qanot Sharq,Ouzbékistan,Asia,2006.3333333333333,2,2,2,3,66.66666666666666,66.66666666666666,0.6666666666666665
Qantas,Îles Cocos,Oceania,1995.15,1,1,4,100,1.0,1.0,0.01
QantasLink,Îles Cocos,Oceania,1999.107142857143,7,7,4,56,12.5,12.5,0.125
Qatar Airways,Qatar,Asia,2004.5337423312883,33,67,6,163,20.245398773006134,41.104294478527606,0.20245398773006135
Qatar Executive,Qatar,Asia,2014.4444444444443,7,7,2,9,77.77777777777779,77.77777777777779,0.7777777777777779
Qeshm Airlines,Iran,Asia,1989.2307692307693,0,0,3,13,0.0,0.0,0.0
QinetiQ / Empire Test Pilots School,Territoire britannique de l'océan Indien,Asia,1985.5384615384614,0,0,8,13,0.0,0.0,0.0
Qingdao Airlines,Taïwan,Asia,2014.1666666666667,2,24,2,24,8.333333333333332,100.0,0.08333333333333331
Qingdao Jiutian International Flight Academy,Taïwan,Asia,1957.6666666666667,0,0,2,3,0.0,0.0,0.0
Quality Fly,Espagne,Europe,2009.0,0,0,1,10,0.0,0.0,0.0
Quanta Aviation Services,Porto Rico,North America,1994.6666666666667,0,0,2,3,0.0,0.0,0.0
Quest Diagnostics,Porto Rico,North America,1993.5263157894738,0,0,2,19,0.0,0.0,0.0
Quick Air Jet Charter,Allemagne,Europe,1989.5,0,0,2,4,0.0,0.0,0.0
Quikjet Cargo Airlines,Inde,Asia,1997.0,0,0,1,1,0.0,0.0,0.0
RAF-Avia,Lettonie,Europe,1978.3333333333333,0,0,2,3,0.0,0.0,0.0
RCS Services,Porto Rico,North America,1959.25,0,0,3,4,0.0,0.0,0.0
REACH Air Medical Services,Porto Rico,North America,1988.2592592592594,0,0,3,27,0.0,0.0,0.0
RED Air,République dominicaine,North America,1981.0,0,0,1,2,0.0,0.0,0.0
REGA Swiss Air-Rescue,Suisse,Europe,1984.5217391304348,0,0,3,23,0.0,0.0,0.0
REVA Air Ambulance,Irlande,Europe,1983.0,0,0,1,1,0.0,0.0,0.0
RGA-Black Stone Airlines,Timor oriental,Asia,1984.0,0,0,1,2,0.0,0.0,0.0
Raimon Airways,Iran,Asia,1995.0,0,0,1,2,0.0,0.0,0.0
Rainier Flight Service,Porto Rico,North America,1955.0,0,0,1,10,0.0,0.0,0.0
Rano Air,Nigeria,Africa,1995.0,0,0,1,5,0.0,0.0,0.0
Ravenair,Territoire britannique de l'océan Indien,Asia,1976.8666666666666,0,0,3,15,0.0,0.0,0.0
Raya Airways,Malaisie,Asia,1984.4285714285713,0,0,2,7,0.0,0.0,0.0
Real Tonga Airline,Tonga,Oceania,1965.0,0,0,1,1,0.0,0.0,0.0
Rectimo Air Transports,France,Europe,1955.5454545454545,0,0,2,11,0.0,0.0,0.0
Red Sea Airlines,Égypte,Africa,1997.0,0,0,1,4,0.0,0.0,0.0
Red Wing Aviation,Porto Rico,North America,1987.0,0,0,1,4,0.0,0.0,0.0
Red Wings,Russie,Europe,2006.32,0,0,2,25,0.0,0.0,0.0
Redding Aero Enterprises,Porto Rico,North America,1977.625,0,0,3,16,0.0,0.0,0.0
Redstar Aviation,Turquie,Europe,1995.8,0,0,3,10,0.0,0.0,0.0
Reliant Air,Porto Rico,North America,1981.5,0,0,2,2,0.0,0.0,0.0
Renegade Air,Kenya,Africa,1987.0,0,0,2,3,0.0,0.0,0.0
Rennia Aviation,Porto Rico,North America,1985.0,0,0,2,2,0.0,0.0,0.0
Republic Airways,Porto Rico,North America,2003.0,0,0,1,1,0.0,0.0,0.0
Revv Aviation,Porto Rico,North America,1977.0,0,0,2,2,0.0,0.0,0.0
Richland Aviation,Porto Rico,North America,1965.0,0,0,1,1,0.0,0.0,0.0
Richmor Aviation,Porto Rico,North America,1984.3333333333333,0,0,2,3,0.0,0.0,0.0
Rimbun Air,Timor oriental,Asia,1986.6,0,0,2,5,0.0,0.0,0.0
RiseAir,Canada,North America,1972.8823529411766,0,0,6,17,0.0,0.0,0.0
Romania - Air Force,Guernesey,Europe,1989.0,0,0,3,11,0.0,0.0,0.0
Roraima Airways,Guyana,South America,1965.0,0,0,1,1,0.0,0.0,0.0
Rossiya,Russie,Europe,2002.685950413223,0,0,7,121,0.0,0.0,0.0
Rotana Jet,Émirats arabes unis,Asia,1990.0,0,0,2,2,0.0,0.0,0.0
Royal Air Freight,Porto Rico,North America,1984.2333333333333,0,0,5,30,0.0,0.0,0.0
Royal Brunei Airlines,Brunei,Asia,2014.0,0,7,1,7,0.0,100.0,0.0
Royal Jet,Émirats arabes unis,Asia,1967.0,0,0,1,1,0.0,0.0,0.0
Royal Jordanian,Jordanie,Asia,2001.6153846153845,0,4,4,13,0.0,30.76923076923077,0.0
Rubystar,Biélorussie,Europe,1971.0,0,0,1,3,0.0,0.0,0.0
Ruili Airlines,Taïwan,Asia,1988.6,0,0,2,25,0.0,0.0,0.0
RusJet,Russie,Europe,1994.6,0,0,5,15,0.0,0.0,0.0
Rusline,Russie,Europe,1991.0,0,0,1,4,0.0,0.0,0.0
Russia - Air Force,Russie,Europe,1978.9714285714285,0,0,3,35,0.0,0.0,0.0
Russia - Ministry of Emergency Situations (MChS),Russie,Europe,1988.1538461538462,0,0,5,13,0.0,0.0,0.0
Russia - Special Flight Squadron,Russie,Europe,1997.9545454545455,0,0,6,22,0.0,0.0,0.0
Rutaca Airlines,Venezuela,South America,1983.0,0,0,3,6,0.0,0.0,0.0
RwandAir,Rwanda,Africa,1995.8,0,0,3,10,0.0,0.0,0.0
Ryan Air (USA),Porto Rico,North America,1973.0,0,0,4,19,0.0,0.0,0.0
Ryanair,Malte,Europe,2002.2923875432525,163,163,4,578,28.20069204152249,28.20069204152249,0.2820069204152249
S7 Airlines,Russie,Europe,2005.0,8,39,7,89,8.98876404494382,43.82022471910113,0.08988764044943821
SA Red Cross Air Mercy Service,Afrique du Sud,Africa,1991.0,0,0,1,3,0.0,0.0,0.0
SAAB Aircraft,Suède,Europe,1986.1666666666667,0,0,3,6,0.0,0.0,0.0
SAF Helicopteres,France,Europe,1988.578947368421,0,0,4,38,0.0,0.0,0.0
SANSA,Costa Rica,North America,1982.0,0,0,1,12,0.0,0.0,0.0
SAS,Irlande,Europe,2011.0294117647059,3,83,6,102,2.941176470588235,81.37254901960785,0.02941176470588235
SATENA,Colombie,South America,1983.6363636363637,0,0,3,11,0.0,0.0,0.0
SC Aviation,Porto Rico,North America,1990.5,0,0,3,4,0.0,0.0,0.0
SCAT,Kazakhstan,Asia,1994.590909090909,3,3,6,22,13.636363636363635,13.636363636363635,0.13636363636363635
SD Aviation,France,Europe,2009.5,0,3,3,6,0.0,50.0,0.0
SF Airlines,Taïwan,Asia,1984.0232558139535,0,0,5,86,0.0,0.0,0.0
SKS Airways,Malaisie,Asia,1965.0,0,0,1,1,0.0,0.0,0.0
SKY Airline,Chili,South America,2014.388888888889,7,36,2,36,19.444444444444446,100.0,0.19444444444444448
SKY express,Grèce,Europe,2014.3076923076924,2,13,2,13,15.384615384615385,100.0,0.15384615384615385
SPARFELL,Autriche,Europe,2000.0,0,0,1,1,0.0,0.0,0.0
STAjets,Porto Rico,North America,1991.111111111111,0,0,4,9,0.0,0.0,0.0
SVG Air,Saint-Vincent-et-les-Grenadines,North America,1965.0,0,0,2,4,0.0,0.0,0.0
SXM Airways,Corée du Nord,Asia,1965.0,0,0,1,3,0.0,0.0,0.0
Safarilink Aviation,Kenya,Africa,1982.0,0,0,1,10,0.0,0.0,0.0
Saha Airlines,Iran,Asia,1984.0,0,0,1,3,0.0,0.0,0.0
Sahel Aviation Service,Afrique du Sud,Africa,1988.5,0,0,2,4,0.0,0.0,0.0
Saint Louis University Flight School,Porto Rico,North America,1991.0,0,0,1,9,0.0,0.0,0.0
Salzburg Jet Aviation,Autriche,Europe,1996.0,0,0,1,1,0.0,0.0,0.0
Samaritan's Purse,Porto Rico,North America,1973.0,0,0,8,8,0.0,0.0,0.0
Samoa Airways,Samoa,Oceania,1965.0,0,0,1,2,0.0,0.0,0.0
San Carlos Flight School,Porto Rico,North America,1957.8125,0,0,3,16,0.0,0.0,0.0
San Marino Executive Aviation,Saint-Marin,Europe,1994.0,0,0,1,1,0.0,0.0,0.0
Sapsan Airline,Kirghizistan,Asia,1970.6666666666667,0,0,2,6,0.0,0.0,0.0
Sardinian Sky Service,Italie,Europe,1996.0,0,0,1,3,0.0,0.0,0.0
Saudi Arabia - Air Force,Guernesey,Europe,1992.1176470588234,0,0,3,34,0.0,0.0,0.0
Saudia,Arabie saoudite,Asia,2002.871794871795,19,19,7,78,24.358974358974358,24.358974358974358,0.24358974358974358
Saurya Airlines,Népal,Asia,1991.0,0,0,1,2,0.0,0.0,0.0
Sawyer Aviation,Porto Rico,North America,2004.75,0,0,2,4,0.0,0.0,0.0
SaxonAir,Territoire britannique de l'océan Indien,Asia,1991.5,0,0,6,10,0.0,0.0,0.0
Scanwings,Finlande,Europe,1991.7,0,1,5,10,0.0,10.0,0.0
Scoot,Singapour,Asia,2015.1764705882354,10,17,2,17,58.82352941176471,100.0,0.5882352941176471
Seaborne,Canada,North America,1965.0,0,0,1,1,0.0,0.0,0.0
Searca,Colombie,South America,1981.5263157894738,0,0,3,19,0.0,0.0,0.0
Secure Air Charter,Porto Rico,North America,1983.0,0,0,1,7,0.0,0.0,0.0
Security Aviation,Porto Rico,North America,1995.0,0,0,1,1,0.0,0.0,0.0
SelectJet,Porto Rico,North America,1990.0,0,0,1,2,0.0,0.0,0.0
Senor Air,Mexique,North America,1995.0,0,0,1,1,0.0,0.0,0.0
Sepehran Airlines,Iran,Asia,1986.0833333333333,0,0,2,12,0.0,0.0,0.0
Serbia - Air Force,Serbie,Europe,1990.6666666666667,0,0,2,3,0.0,0.0,0.0
Serene Air,Pakistan,Asia,1992.0,0,0,2,6,0.0,0.0,0.0
Servicios Aereos Milenio,Mexique,North America,1989.0,0,0,2,4,0.0,0.0,0.0
Servicios AÃ©reos ILSA,Mexique,North America,1995.0,0,0,1,1,0.0,0.0,0.0
Sevenair,Allemagne,Europe,1989.6363636363637,0,0,9,22,0.0,0.0,0.0
Severstal Aircompany,Russie,Europe,1999.5,0,0,2,8,0.0,0.0,0.0
Shandong Airlines,Taïwan,Asia,1998.1294964028777,13,13,3,139,9.352517985611511,9.352517985611511,0.09352517985611511
Shanghai Airlines,Taïwan,Asia,1999.3589743589744,16,16,3,78,20.51282051282051,20.51282051282051,0.20512820512820512
Shenzhen Airlines,Taïwan,Asia,2003.7272727272727,19,46,5,121,15.702479338842975,38.01652892561984,0.15702479338842976
Shirak Avia,Arménie,Asia,1991.6666666666667,0,0,2,3,0.0,0.0,0.0
Shoreline Aviation,Porto Rico,North America,1994.75,0,0,2,4,0.0,0.0,0.0
Shree Airlines,Népal,Asia,1995.0,0,0,2,2,0.0,0.0,0.0
Siam General Aviation,Porto Rico,North America,1982.0,0,0,1,1,0.0,0.0,0.0
Sichuan Airlines,Taïwan,Asia,2002.3636363636363,20,62,6,143,13.986013986013987,43.35664335664335,0.13986013986013987
Sideral Linhas Aereas,Brésil,South America,1985.5833333333333,0,0,4,12,0.0,0.0,0.0
Sierra Charlie Aviation,Porto Rico,North America,1955.0,0,0,1,17,0.0,0.0,0.0
Sierra Pacific Airlines,Porto Rico,North America,1989.0,0,0,1,2,0.0,0.0,0.0
Sierra West Airlines,Porto Rico,North America,1974.3,0,0,3,10,0.0,0.0,0.0
Silesia Air,République tchèque,Europe,1993.75,0,0,2,4,0.0,0.0,0.0
Silk Way Airlines,Azerbaïdjan,Asia,1971.0,0,0,1,5,0.0,0.0,0.0
Silk Way West Airlines,Azerbaïdjan,Asia,1991.25,0,1,3,8,0.0,12.5,0.0
Silver Air,Porto Rico,North America,1992.3076923076924,0,0,9,13,0.0,0.0,0.0
Silver Cloud Air,Allemagne,Europe,1996.0,0,0,1,4,0.0,0.0,0.0
Silverhawk Aviation,Porto Rico,North America,1984.590909090909,0,0,4,22,0.0,0.0,0.0
Singapore Airlines,Singapour,Asia,2010.880281690141,44,109,6,142,30.985915492957744,76.76056338028168,0.30985915492957744
Sino Jet Beijing,Taïwan,Asia,2004.0,0,0,1,1,0.0,0.0,0.0
Sirio,Italie,Europe,1995.6666666666667,0,0,2,3,0.0,0.0,0.0
Sky Gates Airlines,Russie,Europe,1971.0,0,0,1,1,0.0,0.0,0.0
Sky Helicopteros,Espagne,Europe,1974.7142857142858,0,0,2,14,0.0,0.0,0.0
Sky KG Airlines,Kirghizistan,Asia,2002.0,0,0,1,2,0.0,0.0,0.0
Sky Mali,Mali,Africa,1989.0,0,0,1,1,0.0,0.0,0.0
Sky Prime Aviation,Îles Caïmans,North America,1989.0,0,0,2,3,0.0,0.0,0.0
Sky Quest,Porto Rico,North America,1989.0,0,0,3,13,0.0,0.0,0.0
Sky Vision Airlines,Égypte,Africa,1993.0,0,0,1,2,0.0,0.0,0.0
SkyCare,Canada,North America,1971.875,0,0,3,16,0.0,0.0,0.0
SkyGuard,Ouzbékistan,Asia,1982.0,0,0,1,1,0.0,0.0,0.0
SkyJet Aviation Services,Nigeria,Africa,2001.0,0,0,1,2,0.0,0.0,0.0
SkyLight,Russie,Europe,1997.25,0,0,2,4,0.0,0.0,0.0
SkyLine Express,Ukraine,Europe,1999.0,0,0,4,7,0.0,0.0,0.0
SkyLink Express,Canada,North America,1980.8,0,0,3,15,0.0,0.0,0.0
SkyMark Executive,Saint-Marin,Europe,1997.0,0,0,2,2,0.0,0.0,0.0
SkyUp Airlines,Malte,Europe,1996.7857142857142,3,3,3,14,21.428571428571427,21.428571428571427,0.21428571428571427
SkyWest Airlines,Porto Rico,North America,1994.1162790697674,0,0,3,86,0.0,0.0,0.0
SkyWest Charter,Porto Rico,North America,1991.0,0,0,1,8,0.0,0.0,0.0
Skyborne Airline Academy,Porto Rico,North America,1992.5,0,0,2,6,0.0,0.0,0.0
Skybus,Territoire britannique de l'océan Indien,Asia,1965.0,0,0,2,8,0.0,0.0,0.0
Skyline Airlines,Kirghizistan,Asia,1971.0,0,0,1,1,0.0,0.0,0.0
Skyline Transportation,Turquie,Europe,1971.0,0,0,1,1,0.0,0.0,0.0
Skymark Airlines,Japon,Asia,1997.0,0,0,1,29,0.0,0.0,0.0
Skyside,Autriche,Europe,1995.3333333333333,0,0,3,3,0.0,0.0,0.0
Skytraders,Îles Cocos,Oceania,1995.0,0,0,1,1,0.0,0.0,0.0
Skytrans,Îles Cocos,Oceania,1985.7142857142858,0,0,2,7,0.0,0.0,0.0
Skyward Airlines,Kenya,Africa,1987.7142857142858,0,0,3,7,0.0,0.0,0.0
Slam Lavori Aerei,Italie,Europe,1983.0,0,0,1,1,0.0,0.0,0.0
Slate Aviation,Porto Rico,North America,1991.0,0,0,1,7,0.0,0.0,0.0
Slate Falls Airways,Canada,North America,1998.0,0,0,1,3,0.0,0.0,0.0
Sloane Helicopters,Territoire britannique de l'océan Indien,Asia,1971.6666666666667,0,0,2,12,0.0,0.0,0.0
Slovakia - Air Force,Guernesey,Europe,1969.0,0,0,1,3,0.0,0.0,0.0
Slovakia - Government,Slovaquie,Europe,2011.0,0,1,1,1,0.0,100.0,0.0
Smart Aviation,Timor oriental,Asia,1998.0,0,0,2,5,0.0,0.0,0.0
Smart Jet International,Pologne,Europe,1996.0,0,0,1,1,0.0,0.0,0.0
SmartLynx,Malte,Europe,1996.2857142857142,2,2,2,14,14.285714285714285,14.285714285714285,0.14285714285714285
Smartavia,Russie,Europe,1995.0,0,2,3,13,0.0,15.384615384615385,0.0
Smartline,Autriche,Europe,2007.0,0,1,2,2,0.0,50.0,0.0
Smartwings,République tchèque,Europe,2004.2142857142858,18,18,7,42,42.857142857142854,42.857142857142854,0.42857142857142855
Solairus Aviation,Porto Rico,North America,1995.909090909091,0,0,5,11,0.0,0.0,0.0
Solar Cargo,Venezuela,South America,1967.0,0,0,1,1,0.0,0.0,0.0
Solaris Aero,Russie,Europe,1993.5,0,0,2,4,0.0,0.0,0.0
Solaseed Air,Japon,Asia,1997.0,0,0,1,14,0.0,0.0,0.0
Solenta Aviation,Afrique du Sud,Africa,1982.0,0,0,1,10,0.0,0.0,0.0
Solinair,Slovénie,Europe,1994.0,0,0,1,1,0.0,0.0,0.0
SolitAir,Émirats arabes unis,Asia,1997.0,0,0,1,4,0.0,0.0,0.0
Solomon Airlines,Îles Salomon,Oceania,1965.0,0,0,1,3,0.0,0.0,0.0
Somon Air,Tadjikistan,Asia,1989.3333333333333,0,0,2,3,0.0,0.0,0.0
Soulbird,Porto Rico,North America,2004.0,0,0,2,3,0.0,0.0,0.0
Sounds Air,Nouvelle-Zélande,Oceania,1987.0,0,0,2,9,0.0,0.0,0.0
South Africa - Air Force,Guernesey,Europe,1966.0,0,0,1,2,0.0,0.0,0.0
South African Airways,Afrique du Sud,Africa,1991.0,0,0,1,2,0.0,0.0,0.0
Southern Airways Express,Porto Rico,North America,1982.659090909091,0,0,3,44,0.0,0.0,0.0
Southern Illinois University School of Aviation,Porto Rico,North America,1955.0,0,0,1,25,0.0,0.0,0.0
Southwest Aircraft Charter,Porto Rico,North America,1995.0,0,0,1,2,0.0,0.0,0.0
Southwest Airlines,Porto Rico,North America,1990.9166666666667,274,274,3,816,33.57843137254902,33.57843137254902,0.33578431372549017
Southwind Airlines,Turquie,Europe,1999.6923076923076,4,4,6,13,30.76923076923077,30.76923076923077,0.3076923076923077
SpaceBee Airlines,Ouzbékistan,Asia,1978.0,0,0,1,2,0.0,0.0,0.0
Spain - Air Force,Espagne,Europe,1978.9,0,0,5,10,0.0,0.0,0.0
Spain - Army,Éthiopie,Africa,1994.0,0,0,1,1,0.0,0.0,0.0
Spain - Coast Guard,Espagne,Europe,2000.875,0,0,2,16,0.0,0.0,0.0
Spartan College of Aeronautics and Technology,Porto Rico,North America,1955.0,0,0,1,3,0.0,0.0,0.0
Specialist Aviation Services,Territoire britannique de l'océan Indien,Asia,2012.0,0,1,1,1,0.0,100.0,0.0
SpiceJet,Inde,Asia,1996.391304347826,7,7,4,23,30.434782608695656,30.434782608695656,0.30434782608695654
Spirit Airlines,Porto Rico,North America,2011.2551724137932,32,123,3,145,22.06896551724138,84.82758620689656,0.22068965517241382
SpiritJets,Porto Rico,North America,1983.0,0,0,1,3,0.0,0.0,0.0
Spot Jet Services,Liban,Asia,1983.0,0,0,1,1,0.0,0.0,0.0
Spree Flug,Allemagne,Europe,2008.0,0,0,1,2,0.0,0.0,0.0
Spring Airlines,Taïwan,Asia,2014.4137931034484,12,58,2,58,20.689655172413794,100.0,0.20689655172413793
Spring City Aviation,Porto Rico,North America,1980.8,0,0,2,5,0.0,0.0,0.0
Spring Japan,Japon,Asia,1997.0,0,0,1,6,0.0,0.0,0.0
SprintAir,Pologne,Europe,1983.0,0,0,1,7,0.0,0.0,0.0
