airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index
Air Liaison,Canada,North America,1979.75,0,0,2,8,0.0,0.0,0.0
Air Libya,Libye,Africa,1987.75,0,0,5,8,0.0,0.0,0.0
Air Macau,Macao,Asia,2004.0,4,8,3,16,25.0,50.0,0.25
Air Mauritius,Maurice,Africa,2007.5,2,6,3,8,25.0,75.0,0.25
Air Methods,Porto Rico,North America,1992.9473684210527,0,0,6,19,0.0,0.0,0.0
Air New Zealand,Nouvelle-Zélande,Oceania,2011.103448275862,13,19,3,29,44.82758620689656,65.51724137931035,0.4482758620689655
Air Niugini,Papouasie-Nouvelle-Guinée,Oceania,1990.1666666666667,0,0,4,18,0.0,0.0,0.0
Air North,Canada,North America,1991.6666666666667,0,0,2,6,0.0,0.0,0.0
Air Nunavut,Canada,North America,1976.888888888889,0,0,2,9,0.0,0.0,0.0
Air Panama,Panama,North America,1981.0,0,0,2,5,0.0,0.0,0.0
Air Peace,Nigeria,Africa,1988.4615384615383,0,0,6,13,0.0,0.0,0.0
Air Senegal,Sénégal,Africa,2003.571428571429,3,3,4,7,42.85714285714285,42.85714285714285,0.4285714285714285
Air Seoul,Corée du Sud,Asia,1993.0,0,0,1,6,0.0,0.0,0.0
Air Seychelles,Seychelles,Africa,1979.0,0,2,2,7,0.0,28.57142857142857,0.0
Air Spray,Canada,North America,1965.315789473684,0,0,3,19,0.0,0.0,0.0
Air Sunshine,Porto Rico,North America,1973.75,0,0,3,8,0.0,0.0,0.0
Air Tanzania,Tanzanie,Africa,2009.2,4,4,2,5,80.0,80.0,0.8
Air Tetiaroa,Territoire britannique de l'océan Indien,Asia,1972.571428571429,0,0,4,7,0.0,0.0,0.0
Air Transat,Canada,North America,2001.6097560975609,19,19,3,41,46.34146341463415,46.34146341463415,0.4634146341463415
Air Transport Europe,Slovaquie,Europe,1992.9,0,0,4,10,0.0,0.0,0.0
Air Transport International,Porto Rico,North America,1981.2,0,0,3,10,0.0,0.0,0.0
Air Travel,Taïwan,Asia,2006.7272727272727,0,7,3,11,0.0,63.63636363636363,0.0
Air-Glaciers,Suisse,Europe,1978.6875,0,0,3,16,0.0,0.0,0.0
AirAsia,Malaisie,Asia,2014.5454545454545,15,55,2,55,27.27272727272727,100.0,0.2727272727272727
AirExplore,Slovaquie,Europe,1997.0,0,0,1,8,0.0,0.0,0.0
AirNet,Porto Rico,North America,1973.0,0,0,1,13,0.0,0.0,0.0
AirSERBIA,Serbie,Europe,1992.7142857142856,0,0,2,14,0.0,0.0,0.0
AirSF Flight Services,Porto Rico,North America,1991.0,0,0,1,9,0.0,0.0,0.0
AirSmart,Porto Rico,North America,1993.0,0,0,2,8,0.0,0.0,0.0
AirSprint,Canada,North America,2006.7272727272727,0,4,3,22,0.0,18.181818181818183,0.0
AirX,Malte,Europe,1995.2631578947369,0,0,5,19,0.0,0.0,0.0
Airbus,Allemagne,Europe,2013.681242807825,447,822,13,869,51.43843498273878,94.59148446490218,0.5143843498273878
Aircraft Management Group,Porto Rico,North America,1993.857142857143,0,1,4,7,0.0,14.285714285714285,0.0
Airest,Estonie,Europe,1983.0,0,0,1,5,0.0,0.0,0.0
Airfast Indonesia,Timor oriental,Asia,1980.4,2,2,5,10,20.0,20.0,0.2
Airlift,Svalbard et ile Jan Mayen,Europe,1985.8,0,3,3,10,0.0,30.0,0.0
Airlink,Autriche,Europe,1998.558139534884,0,0,9,43,0.0,0.0,0.0
Airnorth,Îles Cocos,Oceania,1995.4615384615383,0,0,3,13,0.0,0.0,0.0
Airshare,Porto Rico,North America,2000.8163265306123,0,1,17,49,0.0,2.0408163265306123,0.0
Aitheras Aviation Group,Porto Rico,North America,1990.4285714285716,0,0,3,7,0.0,0.0,0.0
Akasa Air,Inde,Asia,2016.0,30,30,1,30,100.0,100.0,1.0
Alaska Airlines,Porto Rico,North America,1999.0198412698408,8,8,5,252,3.1746031746031744,3.1746031746031744,0.0317460317460317
Alaska Central Express,Porto Rico,North America,1982.0,0,0,1,19,0.0,0.0,0.0
AlbaStar,Espagne,Europe,1997.0,0,0,1,5,0.0,0.0,0.0
Alidaunia,Italie,Europe,2002.75,0,5,4,8,0.0,62.5,0.0
Aliserio,Italie,Europe,1985.6,0,0,3,5,0.0,0.0,0.0
Alkan Air,Canada,North America,1970.571428571429,0,0,6,14,0.0,0.0,0.0
All Nippon Airways,Japon,Asia,2000.8296296296296,30,41,10,135,22.22222222222222,30.37037037037037,0.2222222222222222
Allegiant Air,Porto Rico,North America,2001.255319148936,14,14,2,47,29.78723404255319,29.78723404255319,0.2978723404255319
Alliance Airlines,Îles Cocos,Oceania,1992.6888888888889,0,0,3,45,0.0,0.0,0.0
Aloha Air Cargo,Porto Rico,North America,1984.571428571429,0,0,2,7,0.0,0.0,0.0
Alpha Aviation,République tchèque,Europe,1990.2857142857144,0,0,4,14,0.0,0.0,0.0
Alpine Air Express,Porto Rico,North America,1978.8,0,0,2,75,0.0,0.0,0.0
Alrosa,Russie,Europe,1985.0,0,0,2,5,0.0,0.0,0.0
Amelia,France,Europe,1996.2857142857144,0,0,4,14,0.0,0.0,0.0
American Airlines,Porto Rico,North America,1999.571043771044,162,162,14,1485,10.909090909090908,10.909090909090908,0.109090909090909
American Jet International,Porto Rico,North America,1996.4285714285716,0,0,4,7,0.0,0.0,0.0
Ameriflight,Porto Rico,North America,1971.2272727272727,0,0,6,132,0.0,0.0,0.0
Amerijet International,Porto Rico,North America,1985.0,0,0,2,12,0.0,0.0,0.0
Ameristar,Porto Rico,North America,2001.0,0,0,1,7,0.0,0.0,0.0
Anap Jets,Nigeria,Africa,2003.5,0,0,3,6,0.0,0.0,0.0
Arab Wings,Saint-Marin,Europe,1991.2,0,0,4,5,0.0,0.0,0.0
Arajet,République dominicaine,North America,2016.0,10,10,1,10,100.0,100.0,1.0
Arcus Air,Allemagne,Europe,2003.0,0,0,4,9,0.0,0.0,0.0
Argentina - Air Force,Turquie,Europe,1954.6666666666667,0,0,2,9,0.0,0.0,0.0
Arik Air,Nigeria,Africa,1993.4,0,0,3,5,0.0,0.0,0.0
Asia Pacific Airlines,Porto Rico,North America,1982.0,0,0,1,5,0.0,0.0,0.0
Asiana Airlines,Corée du Sud,Asia,2002.15,13,28,6,60,21.666666666666668,46.66666666666666,0.2166666666666666
Aspen Helicopters,Porto Rico,North America,1985.8,0,0,3,5,0.0,0.0,0.0
Astonfly,France,Europe,1974.3529411764705,0,0,2,17,0.0,0.0,0.0
Astonjet,France,Europe,2007.25,0,2,2,8,0.0,25.0,0.0
Atlantic Flight Training Academy,Irlande,Europe,1967.368421052632,0,0,2,19,0.0,0.0,0.0
Atlas Air,Porto Rico,North America,1991.5942028985507,0,12,5,69,0.0,17.391304347826086,0.0
Atlas Air Service,Allemagne,Europe,1999.0,0,0,4,5,0.0,0.0,0.0
Atmospherica Aviation,République tchèque,Europe,2009.1666666666667,0,2,3,6,0.0,33.33333333333333,0.0
Atsa Airlines,Pérou,South America,1984.4,0,0,4,5,0.0,0.0,0.0
Auric Air,Tanzanie,Africa,1982.375,0,0,2,24,0.0,0.0,0.0
Aurora,Russie,Europe,1986.8181818181815,0,0,2,11,0.0,0.0,0.0
Australia - Royal Australian Air Force,Tonga,Oceania,1993.6136363636365,1,1,7,132,0.7575757575757576,0.7575757575757576,0.0075757575757575
Austrian Airlines,Autriche,Europe,1997.5,0,5,4,20,0.0,25.0,0.0
Avalair Aircraft Management,Porto Rico,North America,1996.2857142857144,0,0,3,7,0.0,0.0,0.0
Avcon Jet,Malte,Europe,1996.8,0,0,4,5,0.0,0.0,0.0
Avelo Airlines,Porto Rico,North America,1984.368421052632,0,0,2,19,0.0,0.0,0.0
Aviacon Zitotrans,Russie,Europe,1971.0,0,0,1,5,0.0,0.0,0.0
Avianca,Colombie,South America,2010.946428571429,0,47,2,56,0.0,83.92857142857143,0.0
Avianca Cargo,Porto Rico,North America,1987.0,0,0,1,6,0.0,0.0,0.0
Aviastar-TU,Russie,Europe,1982.0,0,0,1,5,0.0,0.0,0.0
Aviation Adventures,Porto Rico,North America,1960.6410256410256,0,0,7,39,0.0,0.0,0.0
Aviation Advisor,Porto Rico,North America,1996.8333333333333,0,0,3,6,0.0,0.0,0.0
Aviation DÃ©fense Service,France,Europe,1997.0,0,0,2,5,0.0,0.0,0.0
Aviator College,Porto Rico,North America,1971.888888888889,0,0,2,9,0.0,0.0,0.0
Aviator Zone Academy,Porto Rico,North America,1970.0,0,0,4,14,0.0,0.0,0.0
Avincis,Espagne,Europe,1994.655555555556,0,13,9,90,0.0,14.444444444444445,0.0
Avionord,Italie,Europe,1999.6666666666667,0,0,2,6,0.0,0.0,0.0
Azerbaijan Airlines,Azerbaïdjan,Asia,1999.684210526316,0,3,5,19,0.0,15.789473684210526,0.0
Azimuth,Russie,Europe,2008.0,0,0,1,20,0.0,0.0,0.0
Azman Air,Nigeria,Africa,1988.0,0,0,2,5,0.0,0.0,0.0
Azores Airlines,Portugal,Europe,2015.4285714285716,5,7,2,7,71.42857142857143,100.0,0.7142857142857143
Aztec Airways,Porto Rico,North America,1965.8,0,0,2,10,0.0,0.0,0.0
Azul,Brésil,South America,2004.1237113402065,13,64,7,97,13.402061855670103,65.97938144329896,0.134020618556701
Azur Air,Russie,Europe,1985.2,0,0,4,20,0.0,0.0,0.0
BAA Training,Lituanie,Europe,1955.0,0,0,1,6,0.0,0.0,0.0
Babcock,Mozambique,Africa,1993.8823529411768,0,0,4,51,0.0,0.0,0.0
Badr Airlines,Gambie,Africa,1990.375,0,0,3,8,0.0,0.0,0.0
Baker Aviation,Porto Rico,North America,1993.0,0,0,1,18,0.0,0.0,0.0
Bamboo Airways,Vietnam,Asia,1997.2,0,1,2,5,0.0,20.0,0.0
Bangkok Airways,Thaïlande,Asia,1995.0,0,0,1,11,0.0,0.0,0.0
Bartolini Air,Pologne,Europe,2009.0,0,0,1,13,0.0,0.0,0.0
Batik Air,Timor oriental,Asia,2002.549019607843,14,15,3,51,27.450980392156865,29.411764705882355,0.2745098039215686
Beijing Airlines,Taïwan,Asia,1990.6,0,0,3,5,0.0,0.0,0.0
Bel Air Aviation,Îles Féroé,Europe,2006.0,0,3,2,6,0.0,50.0,0.0
Belavia,Biélorussie,Europe,1995.9,1,1,5,10,10.0,10.0,0.1
Belgium - Air Force,Îles Salomon,Oceania,1999.3333333333333,0,0,4,12,0.0,0.0,0.0
Bell Helicopter,Canada,North America,2002.923076923077,0,31,4,91,0.0,34.065934065934066,0.0
BellAir,Porto Rico,North America,1989.3333333333333,0,0,4,9,0.0,0.0,0.0
Bemidji Aviation,Porto Rico,North America,1967.9024390243903,0,0,6,41,0.0,0.0,0.0
Bering Air,Porto Rico,North America,1979.4814814814813,0,0,5,27,0.0,0.0,0.0
Berry Aviation,Porto Rico,North America,1977.2666666666669,0,0,4,15,0.0,0.0,0.0
Bestfly Aruba,Angola,Africa,1994.0,0,0,8,11,0.0,0.0,0.0
Bighorn Airways,Porto Rico,North America,1971.3333333333333,0,0,3,6,0.0,0.0,0.0
Biman Bangladesh Airlines,Bangladesh,Asia,1999.4,0,0,2,10,0.0,0.0,0.0
Blue Dart Aviation,Inde,Asia,1982.0,0,0,1,5,0.0,0.0,0.0
Boeing,Porto Rico,North America,2012.7333333333331,132,135,7,150,88.0,90.0,0.88
Boliviana de Aviacion,Bolivie,South America,1986.692307692308,0,0,6,26,0.0,0.0,0.0
Boutique Air,Porto Rico,North America,1991.0,0,0,1,14,0.0,0.0,0.0
Brazil - Air Force,France,Europe,1983.7212389380527,8,12,20,226,3.5398230088495577,5.3097345132743365,0.0353982300884955
Brazil - Navy,Porto Rico,North America,1993.1666666666667,0,0,3,6,0.0,0.0,0.0
Breeze Airways,Porto Rico,North America,2012.9245283018868,43,43,2,53,81.13207547169812,81.13207547169812,0.8113207547169812
Bristow Helicopters,Nigeria,Africa,1996.7657657657655,0,3,6,111,0.0,2.702702702702702,0.0
Bristow Nigeria,Nigeria,Africa,1994.1666666666667,0,0,2,6,0.0,0.0,0.0
British Airways,Territoire britannique de l'océan Indien,Asia,2004.4489795918369,48,79,9,196,24.489795918367346,40.30612244897959,0.2448979591836734
Brussels Airlines,Belgique,Europe,1999.75,0,5,2,20,0.0,25.0,0.0
Buffalo Airways,Canada,North America,1955.6052631578948,0,0,9,38,0.0,0.0,0.0
Bul Air,Bulgarie,Europe,1985.375,0,0,2,8,0.0,0.0,0.0
Bulgaria Air,Bulgarie,Europe,2008.6,5,5,3,10,50.0,50.0,0.5
Buzz,Pologne,Europe,2016.0,12,12,1,12,100.0,100.0,1.0
CAE,Allemagne,Europe,1972.8135593220336,0,0,8,59,0.0,0.0,0.0
CB SkyShare,Porto Rico,North America,1995.3,0,0,4,10,0.0,0.0,0.0
CHC Helicopter,Territoire britannique de l'océan Indien,Asia,1997.2444444444443,0,3,7,90,0.0,3.333333333333333,0.0
CITIC Offshore Helicopter,Taïwan,Asia,1998.967741935484,0,0,5,31,0.0,0.0,0.0
CMA CGM Air Cargo,France,Europe,1989.4,0,0,2,5,0.0,0.0,0.0
Caicos Express Airways,Îles Turques-et-Caïques,North America,1973.5,0,0,2,6,0.0,0.0,0.0
Calstar,Porto Rico,North America,1991.7777777777776,0,0,2,9,0.0,0.0,0.0
CanWest Air,Canada,North America,1985.2,0,0,2,10,0.0,0.0,0.0
Canada - Coast Guard,Canada,North America,1993.0,0,0,3,26,0.0,0.0,0.0
Canada - Department of Transport,Canada,North America,1970.0,0,0,3,14,0.0,0.0,0.0
Canada - Ontario Ministry of Natural Resources,Canada,North America,1966.2857142857144,0,0,2,7,0.0,0.0,0.0
Canada - Royal Canadian Air Force,Guernesey,Europe,1997.0,0,0,1,15,0.0,0.0,0.0
Canadian North,Japon,Asia,1975.7333333333331,0,0,3,15,0.0,0.0,0.0
Canavia,Espagne,Europe,2002.5,0,0,2,8,0.0,0.0,0.0
Canlink Aviation,Canada,North America,1987.16,0,0,3,50,0.0,0.0,0.0
Cape Air,Porto Rico,North America,1965.0,0,0,3,73,0.0,0.0,0.0
Capital Airlines,Taïwan,Asia,1997.085106382979,3,10,6,47,6.382978723404255,21.27659574468085,0.0638297872340425
Cargo Air,Bulgarie,Europe,1991.4285714285716,0,0,2,7,0.0,0.0,0.0
Cargojet Airways,Canada,North America,1983.7,0,0,3,40,0.0,0.0,0.0
Cargolux,Luxembourg,Europe,1998.2666666666669,0,14,2,30,0.0,46.66666666666666,0.0
Caribbean Airlines,Trinité-et-Tobago,North America,2014.1,9,9,2,10,90.0,90.0,0.9
Carson Air,Canada,North America,1973.9,0,0,3,10,0.0,0.0,0.0
Caspian Airlines,Iran,Asia,1985.875,0,0,2,8,0.0,0.0,0.0
Castle Aviation,Porto Rico,North America,1982.3846153846157,0,0,2,13,0.0,0.0,0.0
Cathay Pacific,Hong Kong,Asia,2006.889705882353,34,78,7,136,25.0,57.35294117647059,0.25
Cavok Air,Ukraine,Europe,1957.0,0,0,1,5,0.0,0.0,0.0
Cayman Airways,Îles Caïmans,North America,1991.6666666666667,4,4,3,9,44.44444444444444,44.44444444444444,0.4444444444444444
CemAir,Afrique du Sud,Africa,1991.4166666666667,0,0,3,12,0.0,0.0,0.0
Central Airlines,Taïwan,Asia,1990.4444444444443,0,0,3,9,0.0,0.0,0.0
Central Mountain Air,Canada,North America,1983.6875,0,0,2,16,0.0,0.0,0.0
Centreline,Territoire britannique de l'océan Indien,Asia,2007.0,1,4,4,10,10.0,40.0,0.1
Chabahar Airlines,Iran,Asia,1982.0,0,0,2,6,0.0,0.0,0.0
Chalair Aviation,France,Europe,1982.0,0,0,1,5,0.0,0.0,0.0
Challenge Airlines BE,Autriche,Europe,1987.142857142857,0,0,2,7,0.0,0.0,0.0
Charter Airlines,Porto Rico,North America,1993.0,0,0,1,9,0.0,0.0,0.0
Chartright Air,Canada,North America,1991.5833333333333,0,0,6,12,0.0,0.0,0.0
Chengdu Airlines,Taïwan,Asia,2010.857142857143,5,17,3,21,23.809523809523807,80.95238095238095,0.238095238095238
Chevron USA,Porto Rico,North America,1999.8,0,0,2,10,0.0,0.0,0.0
China - Civil Aviation Administration,Taïwan,Asia,1996.35,0,0,3,20,0.0,0.0,0.0
China Airlines,Taïwan,Asia,2003.9710144927533,17,32,6,69,24.637681159420293,46.3768115942029,0.2463768115942029
China Cargo Airlines,Taïwan,Asia,1990.0,0,0,1,17,0.0,0.0,0.0
China Eastern Airlines,Taïwan,Asia,1999.545054945055,22,162,10,455,4.835164835164836,35.604395604395606,0.0483516483516483
China Express Airlines,Taïwan,Asia,2005.642857142857,0,20,2,56,0.0,35.714285714285715,0.0
China Postal Airlines,Taïwan,Asia,1991.6129032258063,0,0,4,31,0.0,0.0,0.0
China Southern Airlines,Taïwan,Asia,2003.2292089249493,129,209,12,493,26.16632860040568,42.393509127789045,0.2616632860040568
China Southern Airlines General Aviation,Taïwan,Asia,2000.6666666666667,0,1,2,6,0.0,16.666666666666664,0.0
China Southern Cargo,Taïwan,Asia,1990.0,0,0,1,11,0.0,0.0,0.0
China United Airlines,Taïwan,Asia,1994.457627118644,0,0,2,59,0.0,0.0,0.0
Chodang University,Corée du Sud,Asia,1997.0,0,0,1,13,0.0,0.0,0.0
Chongqing Airlines,Taïwan,Asia,2006.7,3,12,3,20,15.0,60.0,0.15
Chrono Aviation,Canada,North America,1989.0,0,0,2,9,0.0,0.0,0.0
Citilink,Timor oriental,Asia,2011.7272727272727,0,10,2,11,0.0,90.9090909090909,0.0
Civil Air Patrol,Porto Rico,North America,1956.4436090225563,0,0,3,532,0.0,0.0,0.0
Civil Aviation Flight University of China,Taïwan,Asia,1994.4117647058824,0,0,3,68,0.0,0.0,0.0
Coastal Aviation,Tanzanie,Africa,1984.0,0,0,2,9,0.0,0.0,0.0
Colombia - Air Force,France,Europe,1967.9625,0,0,12,80,0.0,0.0,0.0
Colorful Guizhou Airlines,Taïwan,Asia,2009.5,0,11,2,20,0.0,55.00000000000001,0.0
Compass Air Cargo,Bulgarie,Europe,1993.142857142857,0,0,2,7,0.0,0.0,0.0
Conair,Canada,North America,1984.5882352941176,0,0,3,17,0.0,0.0,0.0
Condor,Allemagne,Europe,2006.7142857142856,24,27,6,49,48.97959183673469,55.10204081632652,0.4897959183673469
Contour Aviation,Porto Rico,North America,1992.2727272727277,0,0,6,22,0.0,0.0,0.0
Conviasa,Venezuela,South America,2002.055555555556,0,0,3,18,0.0,0.0,0.0
Copa Airlines,Panama,North America,1994.891891891892,6,6,3,74,8.108108108108109,8.108108108108109,0.081081081081081
Copenhagen Airtaxi,Îles Féroé,Europe,1980.6,0,0,2,5,0.0,0.0,0.0
Corendon Airlines,Turquie,Europe,2001.071428571429,6,6,2,28,21.428571428571427,21.428571428571427,0.2142857142857142
Corsair,France,Europe,2017.0,9,9,1,9,100.0,100.0,1.0
Coulson Aviation,Porto Rico,North America,1962.692307692308,0,0,3,13,0.0,0.0,0.0
Croatia Airlines,Croatie,Europe,2006.111111111111,5,5,2,9,55.55555555555556,55.55555555555556,0.5555555555555556
Cygnus Air,Espagne,Europe,1982.0,0,0,1,5,0.0,0.0,0.0
DHL Air,Allemagne,Europe,1988.571428571429,0,3,12,196,0.0,1.530612244897959,0.0
DRF Luftrettung,Allemagne,Europe,1996.0,0,0,5,54,0.0,0.0,0.0
Dalian Airlines,Taïwan,Asia,1997.0,0,0,1,13,0.0,0.0,0.0
Dana Air,Nigeria,Africa,1985.142857142857,0,0,4,7,0.0,0.0,0.0
Dassault Falcon Service,France,Europe,2011.0,3,3,2,5,60.0,60.0,0.6
Deer Jet,Taïwan,Asia,1997.6666666666667,0,0,5,12,0.0,0.0,0.0
Deer Jet Beijing,Malte,Europe,1998.6666666666667,1,1,4,6,16.666666666666664,16.666666666666664,0.1666666666666666
Delta Air Lines,Porto Rico,North America,1999.6395147313688,148,186,18,1154,12.824956672443674,16.11785095320624,0.1282495667244367
Delta State University Aviation,Porto Rico,North America,1975.2105263157891,0,0,4,19,0.0,0.0,0.0
Dexter Air Taxi,Russie,Europe,2001.0,0,0,1,5,0.0,0.0,0.0
Divi Divi Air,Corée du Nord,Asia,1965.0,0,0,2,5,0.0,0.0,0.0
Donghai Airlines,Taïwan,Asia,1998.5833333333333,2,2,2,24,8.333333333333332,8.333333333333332,0.0833333333333333
Draken Europe,Territoire britannique de l'océan Indien,Asia,1990.1304347826087,0,0,3,23,0.0,0.0,0.0
Dreamline Aviation,Porto Rico,North America,1993.4,0,0,3,5,0.0,0.0,0.0
E+S Air,Italie,Europe,1974.0,0,0,1,12,0.0,0.0,0.0
EAS Barcelona,Espagne,Europe,2009.0,0,0,1,6,0.0,0.0,0.0
EIS Aircraft,Allemagne,Europe,1988.6666666666667,0,1,3,12,0.0,8.333333333333332,0.0
EJM Europe,Portugal,Europe,2000.75,1,1,6,8,12.5,12.5,0.125
ENAC Ecole Aviation Civile,France,Europe,1996.4,0,0,3,15,0.0,0.0,0.0
EVA Air,Taïwan,Asia,2000.7432432432436,12,12,5,74,16.216216216216218,16.216216216216218,0.1621621621621621
EagleMed,Porto Rico,North America,1963.0,0,0,1,12,0.0,0.0,0.0
East Coast Jets,Porto Rico,North America,1979.0,0,0,2,5,0.0,0.0,0.0
Eastar Jet,Corée du Sud,Asia,2003.3333333333333,5,5,2,15,33.33333333333333,33.33333333333333,0.3333333333333332
Eastern Air Express,Porto Rico,North America,1985.3,0,0,2,10,0.0,0.0,0.0
Eastern Airways,Territoire britannique de l'océan Indien,Asia,1995.9333333333332,0,0,3,15,0.0,0.0,0.0
Ecuador - Air Force,France,Europe,1992.25,0,0,5,12,0.0,0.0,0.0
Edelweiss Air,Suisse,Europe,1997.2857142857144,0,2,2,7,0.0,28.57142857142857,0.0
Egypt - Air Force,Égypte,Africa,1980.8846153846157,0,0,7,52,0.0,0.0,0.0
Egyptair,Égypte,Africa,2001.5272727272727,7,15,5,55,12.727272727272728,27.27272727272727,0.1272727272727272
Egyptair Cargo,Égypte,Africa,1990.4,0,0,3,5,0.0,0.0,0.0
Elifriulia,Italie,Europe,1992.1176470588236,0,0,3,17,0.0,0.0,0.0
Elilombarda,Italie,Europe,1974.2,0,0,2,5,0.0,0.0,0.0
Eliossola,Italie,Europe,1974.0,0,0,1,6,0.0,0.0,0.0
Elitaliana,Italie,Europe,1977.4545454545453,0,1,3,11,0.0,9.090909090909092,0.0
Elite Air,Porto Rico,North America,1996.2857142857144,0,0,5,7,0.0,0.0,0.0
Elitellina,Italie,Europe,1974.0,0,0,1,5,0.0,0.0,0.0
Embraer,Brésil,South America,2007.275,5,7,8,40,12.5,17.5,0.125
Embry-Riddle Aeronautical University,Porto Rico,North America,1962.2136752136755,0,0,5,234,0.0,0.0,0.0
Emirates,Émirats arabes unis,Asia,2001.695945945946,0,8,3,148,0.0,5.405405405405405,0.0
Emirates Flight Training Academy,Émirats arabes unis,Asia,2001.3666666666663,0,0,3,30,0.0,0.0,0.0
Encore Air Cargo,Porto Rico,North America,1968.3846153846157,0,0,2,13,0.0,0.0,0.0
Enter Air,Pologne,Europe,2001.8857142857144,9,9,2,35,25.71428571428571,25.71428571428571,0.2571428571428571
Epic Flight Academy,Porto Rico,North America,1955.0,0,0,1,44,0.0,0.0,0.0
Era Helicopters,Porto Rico,North America,1988.1176470588236,0,4,8,51,0.0,7.84313725490196,0.0
Ethiopian Airlines,Éthiopie,Africa,2004.2325581395348,27,47,8,86,31.3953488372093,54.65116279069767,0.313953488372093
Etihad Airways,Émirats arabes unis,Asia,2006.304347826087,22,23,7,46,47.82608695652174,50.0,0.4782608695652174
Euro-Asia Air,Kazakhstan,Asia,2001.0,0,0,2,5,0.0,0.0,0.0
EuroAtlantic Airways,Portugal,Europe,1990.8,0,0,2,5,0.0,0.0,0.0
Eurocopter Deutschland,Allemagne,Europe,1996.84,0,0,2,125,0.0,0.0,0.0
European Aircraft Private Club,Belgique,Europe,1994.2,0,0,2,10,0.0,0.0,0.0
European Flight Academy,Allemagne,Europe,1999.7083333333333,0,0,2,24,0.0,0.0,0.0
European Flyers,Espagne,Europe,1962.8333333333333,0,0,2,12,0.0,0.0,0.0
Eurowings,Malte,Europe,1999.4655172413795,5,13,5,58,8.620689655172415,22.41379310344828,0.0862068965517241
Everts Air Alaska,Porto Rico,North America,1976.75,0,0,7,20,0.0,0.0,0.0
Excellent Air,Allemagne,Europe,2000.0,0,0,1,6,0.0,0.0,0.0
Executive Fliteways,Porto Rico,North America,1997.1818181818185,0,1,8,11,0.0,9.090909090909092,0.0
Executive Jet Management,Porto Rico,North America,1997.127659574468,1,5,15,47,2.127659574468085,10.638297872340424,0.0212765957446808
FAI rent-a-jet,Allemagne,Europe,1993.055555555556,0,0,4,18,0.0,0.0,0.0
FFL Flugschule,Allemagne,Europe,1980.4,0,0,3,5,0.0,0.0,0.0
Falcon Aviation Services,Émirats arabes unis,Asia,2001.8461538461536,0,7,5,13,0.0,53.84615384615385,0.0
Fastjet,Zimbabwe,Africa,1995.0,0,0,1,5,0.0,0.0,0.0
FedEx,Porto Rico,North America,1985.4088669950736,0,0,7,609,0.0,0.0,0.0
Federal Airlines,Afrique du Sud,Africa,1984.4545454545453,0,0,2,11,0.0,0.0,0.0
Fiji Airways,Fidji,Oceania,1997.058823529412,5,9,5,17,29.411764705882355,52.94117647058824,0.2941176470588235
Finland - Air Force,Chili,South America,1989.551724137931,0,0,3,29,0.0,0.0,0.0
Finnair,Finlande,Europe,2003.04,0,18,4,50,0.0,36.0,0.0
Firefly,Malaisie,Asia,1997.0,0,0,1,5,0.0,0.0,0.0
Flair Airlines,Canada,North America,2014.1,18,18,2,20,90.0,90.0,0.9
Flexjet,Territoire britannique de l'océan Indien,Asia,2003.5544041450776,1,27,11,193,0.5181347150259068,13.989637305699482,0.005181347150259
Flight Calibration Services,Territoire britannique de l'océan Indien,Asia,2005.2,0,7,3,10,0.0,70.0,0.0
Flight Training Europe,Espagne,Europe,2002.0,0,0,1,9,0.0,0.0,0.0
Flightline,Espagne,Europe,1969.0,0,0,1,5,0.0,0.0,0.0
Flightpath Charter Airways,Canada,North America,2001.7777777777776,0,1,7,9,0.0,11.11111111111111,0.0
Florida Air Cargo,Porto Rico,North America,1953.8,0,0,2,5,0.0,0.0,0.0
Florida Flyers Flight Academy,Porto Rico,North America,1955.0,0,0,1,9,0.0,0.0,0.0
Fltplan,Porto Rico,North America,1989.909090909091,0,0,6,11,0.0,0.0,0.0
Fly 7,Finlande,Europe,1991.0,0,0,1,20,0.0,0.0,0.0
Fly Across,Mexique,North America,2006.8,0,5,7,15,0.0,33.33333333333333,0.0
Fly Alliance,Porto Rico,North America,1990.6,0,0,4,15,0.0,0.0,0.0
Fly Baghdad,Irak,Asia,1992.2857142857144,0,0,4,7,0.0,0.0,0.0
Fly Jet.kz,Kazakhstan,Asia,1994.8333333333333,0,0,4,6,0.0,0.0,0.0
Fly-Coop Air Service,Hongrie,Europe,1981.888888888889,0,0,6,9,0.0,0.0,0.0
FlyArystan,Irlande,Europe,2014.0,0,12,1,12,0.0,100.0,0.0
FlyBy,Espagne,Europe,2001.2857142857144,0,0,2,7,0.0,0.0,0.0
FlyOne,Cambodge,Asia,1994.857142857143,0,1,3,7,0.0,14.285714285714285,0.0
FlySafair,Afrique du Sud,Africa,1997.0,0,0,1,33,0.0,0.0,0.0
Flybondi,Argentine,South America,1997.0,0,0,1,14,0.0,0.0,0.0
France - Air Force,France,Europe,2000.125,0,0,2,8,0.0,0.0,0.0
France - Securite Civile,France,Europe,1999.0,0,0,1,5,0.0,0.0,0.0
Freedom Airline Express,Kenya,Africa,1985.0,0,0,3,5,0.0,0.0,0.0
